mission_id,mission_type,latitude,longitude,urgency_level,urgency_score,threat_level,civilian_density,required_sensor,estimated_duration,created_time
M2091,Search and Rescue,36.7605,42.4175,Medium,5.09,7.64,0.31,HD Camera,79,2025-12-17 02:18:21.953992
M2092,Surveillance,40.2423,27.7268,Critical,9.7,4.05,7.95,Multi-Spectral,142,2025-12-17 15:18:21.954086
M2093,Reconnaissance,40.4747,30.5155,High,7.28,8.24,8.22,Night Vision,53,2025-12-17 10:18:21.954180
M2094,Reconnaissance,41.3176,38.0643,Medium,4.64,9.41,9.89,Multi-Spectral,88,2025-12-17 07:18:21.954275
M2095,Reconnaissance,39.2575,28.5097,Critical,9.97,2.14,0.8,Thermal,161,2025-12-17 09:18:21.954376
M2096,Reconnaissance,38.5637,34.1793,Low,2.75,8.36,9.86,Multi-Spectral,85,2025-12-17 16:18:21.954477
M2097,Surveillance,38.9312,36.7628,Critical,10.4,8.94,4.25,Multi-Spectral,69,2025-12-16 21:18:21.954641
M2098,Surveillance,36.6369,43.2164,High,6.78,5.0,8.99,HD Camera,129,2025-12-17 05:18:21.954738
M2099,Border Patrol,37.5871,28.1303,High,7.02,3.82,7.08,Thermal,162,2025-12-17 07:18:21.954840
M2100,Border Patrol,40.363,27.2733,High,6.65,3.21,7.73,HD Camera,162,2025-12-17 06:18:21.954935
M2101,Reconnaissance,41.2177,40.1903,Medium,5.13,9.84,6.86,Multi-Spectral,139,2025-12-17 12:18:21.955038
M2102,Border Patrol,39.5741,40.4939,High,6.53,7.46,2.52,Night Vision,94,2025-12-16 23:18:21.955147
M2103,Surveillance,36.3518,29.5445,Medium,5.25,2.68,2.36,Multi-Spectral,33,2025-12-17 11:18:21.955245
M2104,Reconnaissance,38.4165,30.2306,Medium,5.27,5.4,3.1,Thermal,45,2025-12-17 03:18:21.955341
M2105,Search and Rescue,36.5046,27.0861,High,6.91,6.67,3.32,HD Camera,145,2025-12-17 05:18:21.955437
M2106,Search and Rescue,36.6039,31.5539,High,6.91,1.58,8.72,HD Camera,111,2025-12-17 18:18:21.955533
M2107,Disaster Assessment,38.5907,39.9423,Medium,5.32,7.05,4.91,HD Camera,168,2025-12-17 18:18:21.955630
M2108,Border Patrol,41.6915,30.6306,Critical,10.32,3.22,4.31,HD Camera,114,2025-12-16 21:18:21.955730
M2109,Reconnaissance,40.1656,35.3547,Medium,4.85,8.32,4.95,Night Vision,76,2025-12-17 07:18:21.955843
M2110,Reconnaissance,39.4433,30.302,Medium,5.09,7.8,1.38,Night Vision,122,2025-12-17 14:18:21.955938
M2111,Surveillance,40.2539,30.7208,High,7.26,7.49,9.04,Multi-Spectral,166,2025-12-17 16:18:21.956041
M2112,Border Patrol,36.0017,35.6099,High,7.42,2.79,6.4,Night Vision,117,2025-12-16 20:18:21.956135
M2113,Search and Rescue,36.7779,42.232,Low,3.19,3.33,9.02,Night Vision,107,2025-12-17 01:18:21.956237
M2114,Search and Rescue,39.8198,29.3978,Low,3.15,2.72,4.12,Night Vision,91,2025-12-17 05:18:21.956331
M2115,Reconnaissance,38.3221,43.8055,Low,3.26,1.72,6.6,Night Vision,83,2025-12-16 21:18:21.956424
M2116,Reconnaissance,40.0168,31.7761,High,7.02,4.15,3.21,Thermal,129,2025-12-17 10:18:21.956516
M2117,Surveillance,36.8416,34.309,Low,2.6,4.51,0.15,Night Vision,168,2025-12-17 03:18:21.956610
M2118,Surveillance,41.1911,40.6484,Medium,5.15,8.63,3.91,Thermal,60,2025-12-17 16:18:21.956702
M2119,Surveillance,40.5603,34.5617,Critical,10.23,7.14,1.35,Multi-Spectral,162,2025-12-17 02:18:21.956794
M2120,Search and Rescue,37.6869,43.7562,Medium,4.56,6.47,4.8,Multi-Spectral,48,2025-12-17 03:18:21.956887
M2121,Surveillance,36.6453,30.2977,Low,3.49,1.14,5.08,Thermal,49,2025-12-17 15:18:21.956987
M2122,Search and Rescue,38.7013,39.7401,Low,3.15,5.26,0.5,Thermal,114,2025-12-17 07:18:21.957081
M2123,Border Patrol,40.2492,32.6156,Critical,9.68,5.59,5.05,Thermal,177,2025-12-17 07:18:21.957190
M2124,Surveillance,41.7106,27.1302,Low,3.24,3.45,7.05,HD Camera,102,2025-12-16 23:18:21.957285
M2125,Border Patrol,36.4131,29.0012,Medium,5.42,6.67,8.43,Night Vision,105,2025-12-17 11:18:21.957378
M2126,Disaster Assessment,36.3994,30.2086,Critical,9.91,2.06,1.67,HD Camera,132,2025-12-17 03:18:21.957470
M2127,Border Patrol,38.3577,43.2429,High,6.94,7.49,6.55,Multi-Spectral,144,2025-12-17 05:18:21.957563
M2128,Search and Rescue,41.5177,35.9971,High,7.21,8.62,2.35,Thermal,35,2025-12-17 16:18:21.957662
M2129,Border Patrol,37.3343,36.8113,Critical,9.76,6.95,6.08,Night Vision,79,2025-12-17 07:18:21.957757
M2130,Disaster Assessment,38.594,42.7427,Medium,5.0,4.13,9.72,Thermal,34,2025-12-17 07:18:21.957856
M2131,Disaster Assessment,40.5179,33.9472,Low,3.33,5.92,3.17,HD Camera,71,2025-12-17 13:18:21.957955
M2132,Disaster Assessment,36.1964,31.1958,Critical,10.48,8.46,5.96,Thermal,52,2025-12-17 12:18:21.958054
M2133,Reconnaissance,37.786,39.3312,High,7.41,4.71,9.42,Thermal,122,2025-12-17 14:18:21.958148
M2134,Search and Rescue,41.2992,43.5036,Low,3.22,7.14,5.59,HD Camera,177,2025-12-16 23:18:21.958239
M2135,Search and Rescue,39.2961,37.2929,Low,3.21,3.89,6.99,Night Vision,70,2025-12-17 08:18:21.958333
M2136,Search and Rescue,37.7791,30.3592,High,6.63,3.1,6.42,HD Camera,119,2025-12-17 18:18:21.958426
M2137,Reconnaissance,40.7046,27.367,Low,2.88,1.62,7.92,HD Camera,148,2025-12-16 20:18:21.958520
M2138,Disaster Assessment,40.2993,34.8089,Medium,5.19,5.0,3.36,Night Vision,154,2025-12-17 02:18:21.958622
M2139,Search and Rescue,40.518,39.4886,Medium,4.52,7.19,4.51,Night Vision,136,2025-12-17 00:18:21.958717
M2140,Search and Rescue,39.8776,36.5864,Low,2.87,2.24,9.59,HD Camera,55,2025-12-17 04:18:21.958810
M2141,Disaster Assessment,41.1922,27.739,High,6.93,7.86,9.53,Night Vision,38,2025-12-17 07:18:21.958910
M2142,Reconnaissance,40.4755,37.9267,Critical,9.75,5.57,1.3,Thermal,79,2025-12-16 21:18:21.959004
M2143,Border Patrol,37.237,43.8633,Critical,10.25,9.66,2.96,Thermal,91,2025-12-17 18:18:21.959097
M2144,Disaster Assessment,39.5887,39.824,Low,3.21,8.86,9.49,Thermal,138,2025-12-17 12:18:21.959206
M2145,Disaster Assessment,41.4881,42.7883,Critical,10.18,1.16,5.37,Night Vision,157,2025-12-17 05:18:21.959301
M2146,Search and Rescue,39.076,39.3374,Medium,4.83,6.64,7.19,HD Camera,77,2025-12-17 09:18:21.959393
M2147,Surveillance,38.1424,41.5795,Critical,9.54,2.36,1.25,Multi-Spectral,113,2025-12-17 04:18:21.959496
M2148,Disaster Assessment,38.2104,30.5839,Critical,9.6,3.11,1.91,Thermal,178,2025-12-17 04:18:21.959625
M2149,Reconnaissance,38.3793,34.6462,High,7.42,6.04,0.45,Night Vision,72,2025-12-17 15:18:21.959733
M2150,Reconnaissance,39.8139,39.1253,Medium,5.27,6.72,2.37,Night Vision,148,2025-12-17 04:18:21.959839
M2151,Surveillance,38.1791,29.8741,Low,3.0,7.53,0.83,Thermal,117,2025-12-17 09:18:21.959951
M2152,Border Patrol,40.5745,39.255,Low,3.5,3.33,7.35,Multi-Spectral,154,2025-12-16 23:18:21.960049
M2153,Search and Rescue,36.9788,27.2412,Low,2.94,7.56,9.77,HD Camera,87,2025-12-16 19:18:21.960142
M2154,Surveillance,41.914,43.6678,Critical,10.5,5.29,9.64,Multi-Spectral,87,2025-12-17 17:18:21.960235
M2155,Border Patrol,41.1966,33.0825,High,6.99,1.57,2.76,Multi-Spectral,118,2025-12-17 12:18:21.960334
M2156,Border Patrol,39.0593,37.8581,Low,3.08,5.36,8.46,Thermal,82,2025-12-16 19:18:21.960430
M2157,Surveillance,37.1979,36.9164,Medium,5.18,9.98,0.31,Multi-Spectral,155,2025-12-17 02:18:21.960538
M2158,Surveillance,37.3792,31.9419,Medium,5.42,9.2,1.69,HD Camera,38,2025-12-16 20:18:21.960635
M2159,Surveillance,36.713,34.0543,Low,2.77,1.13,7.88,HD Camera,76,2025-12-17 16:18:21.960728
M2160,Disaster Assessment,38.7837,31.1904,Critical,10.01,4.46,2.11,Thermal,72,2025-12-17 13:18:21.960821
M2161,Disaster Assessment,36.3091,43.1517,Medium,5.2,3.88,3.2,Multi-Spectral,164,2025-12-17 10:18:21.960922
M2162,Border Patrol,40.9142,36.7371,Low,2.53,1.78,6.5,Multi-Spectral,85,2025-12-17 12:18:21.961018
M2163,Surveillance,39.4234,39.1194,High,7.28,3.44,1.47,Night Vision,108,2025-12-17 17:18:21.961123
M2164,Disaster Assessment,36.3208,35.6658,Medium,4.87,5.81,4.23,Night Vision,166,2025-12-17 10:18:21.961333
M2165,Disaster Assessment,38.951,36.0104,Low,2.63,2.23,7.73,Multi-Spectral,98,2025-12-17 10:18:21.961487
M2166,Border Patrol,38.2142,38.3866,High,7.44,1.77,3.27,Night Vision,50,2025-12-17 09:18:21.961624
M2167,Border Patrol,36.163,39.0718,High,7.38,5.63,5.81,HD Camera,127,2025-12-17 05:18:21.961727
M2168,Disaster Assessment,41.5689,35.8703,High,6.69,3.39,3.84,Night Vision,130,2025-12-17 16:18:21.961853
M2169,Search and Rescue,37.451,28.3414,Medium,4.52,3.26,0.92,Multi-Spectral,80,2025-12-17 00:18:21.962043
M2170,Disaster Assessment,40.2521,42.1224,Low,2.78,4.13,6.22,Thermal,176,2025-12-17 08:18:21.962155
M2171,Disaster Assessment,37.9158,28.2696,High,6.65,1.4,2.92,Night Vision,74,2025-12-17 16:18:21.962262
M2172,Surveillance,41.9796,30.9495,Medium,4.78,9.75,1.79,Multi-Spectral,128,2025-12-17 03:18:21.962358
M2173,Search and Rescue,40.8882,32.3513,Low,2.9,3.18,8.91,HD Camera,53,2025-12-17 16:18:21.962454
M2174,Disaster Assessment,38.2345,32.6397,Medium,5.43,8.84,4.72,Thermal,163,2025-12-17 12:18:21.962549
M2175,Search and Rescue,39.2928,31.5778,Medium,5.5,6.31,6.81,Multi-Spectral,124,2025-12-16 22:18:21.962643
M2176,Reconnaissance,41.6619,33.9627,Critical,9.53,2.98,6.92,Night Vision,140,2025-12-17 11:18:21.962738
M2177,Disaster Assessment,37.7488,42.7276,Medium,5.05,8.11,2.14,HD Camera,178,2025-12-17 03:18:21.962833
M2178,Reconnaissance,36.4189,29.7243,Critical,9.93,1.99,4.46,HD Camera,45,2025-12-17 08:18:21.962934
M2179,Search and Rescue,39.6629,34.1422,Critical,10.39,7.8,5.97,HD Camera,140,2025-12-17 15:18:21.963033
M2180,Surveillance,36.2624,34.4911,Medium,5.16,9.81,9.52,HD Camera,82,2025-12-17 17:18:21.963135
M2181,Search and Rescue,38.8765,31.4411,Low,2.64,5.39,7.23,HD Camera,118,2025-12-17 14:18:21.963259
M2182,Search and Rescue,41.0772,34.7321,Low,3.28,2.74,5.62,HD Camera,45,2025-12-17 10:18:21.963356
M2183,Disaster Assessment,36.2991,28.5086,Low,2.74,8.99,3.33,Night Vision,154,2025-12-16 23:18:21.963450
M2184,Surveillance,36.9345,29.7918,Medium,4.57,3.88,4.74,Night Vision,115,2025-12-17 14:18:21.963553
M2185,Search and Rescue,38.8095,40.2539,High,7.44,6.97,5.06,Thermal,83,2025-12-17 06:18:21.963649
M2186,Reconnaissance,40.1365,37.1703,High,6.55,1.71,0.21,Night Vision,74,2025-12-17 11:18:21.963744
M2187,Border Patrol,41.5113,34.1239,High,6.72,2.47,4.57,HD Camera,72,2025-12-17 08:18:21.963840
M2188,Reconnaissance,37.7386,30.1271,Critical,10.17,7.18,6.53,Night Vision,125,2025-12-17 12:18:21.963935
M2189,Reconnaissance,38.5498,33.1224,High,6.86,3.48,9.81,Night Vision,64,2025-12-17 17:18:21.964029
M2190,Surveillance,41.2622,33.32,Critical,10.07,9.1,4.08,Multi-Spectral,117,2025-12-17 02:18:21.964123
M2191,Reconnaissance,38.8942,38.75,High,6.74,5.81,6.85,Multi-Spectral,35,2025-12-17 09:18:21.964227
M2192,Surveillance,40.9275,33.1858,High,6.87,8.01,4.89,HD Camera,124,2025-12-17 11:18:21.964322
M2193,Border Patrol,37.023,41.4865,Critical,10.37,7.07,6.64,HD Camera,73,2025-12-17 11:18:21.964417
M2194,Border Patrol,36.2806,32.2891,Critical,9.72,2.05,1.54,Thermal,122,2025-12-17 02:18:21.964511
M2195,Search and Rescue,38.0696,40.9975,Critical,10.13,9.84,9.45,Thermal,36,2025-12-17 05:18:21.964605
M2196,Border Patrol,40.1225,31.3384,Medium,5.1,7.16,4.67,HD Camera,130,2025-12-17 13:18:21.964699
M2197,Surveillance,37.0909,37.2213,High,7.33,6.4,6.11,Multi-Spectral,48,2025-12-17 01:18:21.964793
M2198,Disaster Assessment,38.4107,28.7975,Critical,9.52,8.42,9.16,Thermal,99,2025-12-16 22:18:21.964895
M2199,Disaster Assessment,38.6198,31.5739,High,7.2,2.14,0.53,HD Camera,99,2025-12-17 12:18:21.964990
M2200,Reconnaissance,37.0468,31.0236,Medium,5.08,3.66,4.22,Thermal,133,2025-12-16 22:18:21.965085
M2201,Border Patrol,38.4812,33.3529,High,7.04,5.08,8.9,Multi-Spectral,46,2025-12-17 09:18:21.965201
M2202,Surveillance,36.4842,43.7189,Low,2.86,3.96,0.92,Thermal,177,2025-12-17 05:18:21.965304
M2203,Border Patrol,39.1292,38.0296,High,6.82,7.43,9.75,Thermal,74,2025-12-17 09:18:21.965401
M2204,Search and Rescue,36.0238,35.3654,High,6.76,1.51,9.11,Night Vision,169,2025-12-16 20:18:21.965495
M2205,Surveillance,41.1019,31.1078,Critical,10.09,7.17,9.05,Night Vision,43,2025-12-17 04:18:21.965589
M2206,Reconnaissance,39.4707,34.2517,Medium,4.57,9.04,6.11,Multi-Spectral,55,2025-12-17 07:18:21.965683
M2207,Border Patrol,39.578,37.7498,Medium,5.25,3.65,6.23,Thermal,81,2025-12-17 03:18:21.965778
M2208,Disaster Assessment,38.9173,37.1511,Critical,9.75,7.94,6.27,HD Camera,109,2025-12-17 14:18:21.965872
M2209,Disaster Assessment,36.4458,38.8313,Low,2.94,3.24,6.76,Night Vision,146,2025-12-16 21:18:21.965967
M2210,Search and Rescue,40.8335,35.4729,High,6.9,9.45,5.1,Multi-Spectral,88,2025-12-17 05:18:21.966061
M2211,Reconnaissance,37.1268,36.0407,Low,2.73,8.69,7.21,Night Vision,175,2025-12-17 14:18:21.966163
M2212,Reconnaissance,37.7454,33.7854,Critical,10.13,8.18,3.5,Thermal,146,2025-12-17 15:18:21.966258
M2213,Surveillance,38.6163,43.1312,Medium,4.86,7.84,5.83,Thermal,39,2025-12-17 12:18:21.966352
M2214,Reconnaissance,40.7762,27.1369,High,7.34,9.59,7.16,Multi-Spectral,120,2025-12-17 12:18:21.966445
M2215,Surveillance,40.609,38.9528,Low,2.61,1.76,8.41,HD Camera,135,2025-12-17 04:18:21.966547
M2216,Surveillance,38.604,31.4307,High,6.67,2.25,3.66,HD Camera,172,2025-12-17 10:18:21.966640
M2217,Reconnaissance,39.0103,42.7229,Critical,9.75,8.43,3.12,HD Camera,116,2025-12-16 20:18:21.966734
M2218,Reconnaissance,36.0913,38.734,Critical,9.6,2.04,7.45,Multi-Spectral,48,2025-12-16 22:18:21.966829
M2219,Surveillance,37.3029,28.8116,High,6.63,1.56,0.88,HD Camera,89,2025-12-17 03:18:21.966923
M2220,Surveillance,37.0852,32.4579,Critical,10.48,1.83,2.59,Night Vision,42,2025-12-17 02:18:21.967016
M2221,Surveillance,37.3095,41.8147,High,7.4,4.05,3.55,HD Camera,38,2025-12-17 17:18:21.967119
M2222,Reconnaissance,39.5463,42.052,High,6.9,8.39,9.15,Thermal,143,2025-12-17 02:18:21.967259
M2223,Reconnaissance,40.7845,31.2025,Medium,5.22,8.31,3.59,HD Camera,115,2025-12-16 23:18:21.967423
M2224,Reconnaissance,37.2615,28.8723,High,6.88,7.23,2.31,Thermal,99,2025-12-17 03:18:21.967526
M2225,Reconnaissance,36.8119,37.1633,Medium,5.3,6.36,5.11,Thermal,92,2025-12-17 06:18:21.967707
M2226,Surveillance,36.4839,27.7283,Medium,4.78,9.74,5.52,Night Vision,70,2025-12-17 14:18:21.967857
M2227,Disaster Assessment,37.9315,40.8575,Medium,5.05,8.82,7.63,Night Vision,169,2025-12-17 06:18:21.967975
M2228,Surveillance,38.6525,42.1293,Critical,9.97,8.65,3.27,Multi-Spectral,130,2025-12-17 05:18:21.968073
M2229,Disaster Assessment,38.5477,32.8237,Low,3.18,8.27,1.91,Night Vision,103,2025-12-16 22:18:21.968221
M2230,Border Patrol,36.2809,32.1629,Low,2.94,2.55,7.3,Multi-Spectral,155,2025-12-16 20:18:21.968367
M2231,Reconnaissance,40.4314,43.3405,High,6.62,7.39,2.3,HD Camera,129,2025-12-17 05:18:21.968488
M2232,Reconnaissance,38.0519,42.2929,High,7.24,9.75,5.99,Night Vision,172,2025-12-16 20:18:21.968593
M2233,Search and Rescue,40.0378,36.0237,High,6.89,2.34,0.22,Thermal,65,2025-12-17 11:18:21.968689
M2234,Search and Rescue,36.7512,39.847,Medium,5.21,2.95,6.06,HD Camera,36,2025-12-16 19:18:21.968785
M2235,Border Patrol,40.2563,31.9176,Medium,4.56,8.72,3.14,Night Vision,163,2025-12-17 08:18:21.968881
M2236,Disaster Assessment,40.4419,40.4065,Medium,5.49,8.23,6.57,HD Camera,64,2025-12-17 10:18:21.968980
M2237,Surveillance,40.0137,34.4458,Low,3.07,7.71,7.73,HD Camera,172,2025-12-17 03:18:21.969074
M2238,Surveillance,39.4279,28.8277,Medium,5.06,6.95,8.82,HD Camera,133,2025-12-17 14:18:21.969168
M2239,Reconnaissance,36.9914,34.0497,High,7.29,4.72,6.97,Thermal,174,2025-12-17 12:18:21.969280
M2240,Search and Rescue,36.4024,35.5499,High,7.0,7.36,7.45,Multi-Spectral,40,2025-12-17 13:18:21.969374
M2241,Reconnaissance,39.5833,43.1032,High,6.69,9.15,0.53,HD Camera,104,2025-12-17 10:18:21.969477
M2242,Disaster Assessment,41.2941,41.0854,Critical,10.15,5.13,9.33,Thermal,47,2025-12-16 19:18:21.969571
M2243,Disaster Assessment,37.9859,34.8554,Medium,4.58,4.22,6.96,Night Vision,166,2025-12-16 19:18:21.969665
M2244,Surveillance,37.1143,38.8202,Medium,4.57,3.56,6.68,Thermal,154,2025-12-17 10:18:21.969757
M2245,Search and Rescue,38.9269,42.3928,High,7.02,9.8,9.84,Night Vision,78,2025-12-16 23:18:21.969850
M2246,Border Patrol,39.9415,41.3673,Low,2.58,6.71,2.17,HD Camera,104,2025-12-17 17:18:21.969943
M2247,Surveillance,36.3353,30.9661,Critical,10.13,3.34,1.9,Night Vision,85,2025-12-17 01:18:21.970035
M2248,Search and Rescue,41.3104,31.7894,Low,3.14,4.54,5.26,Night Vision,98,2025-12-17 17:18:21.970128
M2249,Border Patrol,41.0804,43.8091,High,6.57,1.41,1.5,HD Camera,118,2025-12-17 04:18:21.970229
M2250,Reconnaissance,37.3474,42.3942,Critical,10.04,4.93,4.15,Multi-Spectral,175,2025-12-17 17:18:21.970327
M2251,Search and Rescue,39.189,29.4449,High,7.33,7.62,5.3,Multi-Spectral,126,2025-12-17 14:18:21.970427
M2252,Reconnaissance,40.6176,31.1132,Low,3.48,9.13,5.29,Night Vision,103,2025-12-17 16:18:21.970521
M2253,Reconnaissance,37.4106,41.9324,Medium,5.03,6.43,0.9,HD Camera,66,2025-12-17 12:18:21.970614
M2254,Search and Rescue,38.1984,39.8286,Low,2.94,8.06,9.76,Multi-Spectral,30,2025-12-17 16:18:21.970706
M2255,Search and Rescue,41.3872,33.7867,Critical,10.15,2.67,8.24,Thermal,178,2025-12-16 22:18:21.970799
M2256,Border Patrol,40.6139,31.7878,Low,2.51,2.06,8.77,Thermal,169,2025-12-17 07:18:21.970892
M2257,Border Patrol,37.0779,38.3871,Critical,9.91,2.41,2.92,Thermal,65,2025-12-17 13:18:21.970985
M2258,Surveillance,41.0022,33.4874,High,7.32,4.0,4.4,Thermal,68,2025-12-17 13:18:21.971094
M2259,Reconnaissance,38.2871,37.2803,Medium,5.2,6.34,9.2,Night Vision,39,2025-12-17 17:18:21.971200
M2260,Reconnaissance,38.1244,34.8918,Medium,4.83,4.64,8.23,Night Vision,54,2025-12-17 09:18:21.971297
M2261,Disaster Assessment,37.5861,32.7103,High,7.34,1.25,2.3,Thermal,90,2025-12-17 01:18:21.971399
M2262,Reconnaissance,40.4329,39.747,Medium,4.64,1.89,8.61,Multi-Spectral,145,2025-12-16 20:18:21.971493
M2263,Reconnaissance,41.4693,32.5412,Medium,4.66,7.38,5.39,Multi-Spectral,70,2025-12-17 08:18:21.971586
M2264,Surveillance,40.8914,42.2571,Low,3.12,5.33,9.9,Multi-Spectral,110,2025-12-17 07:18:21.971679
M2265,Disaster Assessment,37.5148,31.7419,High,7.45,4.23,0.04,HD Camera,142,2025-12-17 18:18:21.971780
M2266,Reconnaissance,38.4968,35.5517,Medium,5.2,5.21,1.91,Night Vision,48,2025-12-17 10:18:21.971880
M2267,Border Patrol,37.3108,38.0699,Medium,5.27,4.22,8.01,Thermal,81,2025-12-17 16:18:21.971974
M2268,Reconnaissance,39.3829,30.4806,High,7.42,9.31,1.46,Night Vision,161,2025-12-16 20:18:21.972066
M2269,Search and Rescue,36.6766,43.095,High,7.03,3.55,3.5,HD Camera,119,2025-12-17 06:18:21.972158
M2270,Search and Rescue,36.686,37.2253,Low,2.9,2.72,4.52,Thermal,78,2025-12-17 08:18:21.972251
M2271,Disaster Assessment,40.5632,42.9088,Critical,10.01,1.02,3.75,HD Camera,130,2025-12-16 22:18:21.972352
M2272,Search and Rescue,39.3407,36.8887,High,7.36,3.78,8.22,HD Camera,172,2025-12-17 15:18:21.972445
M2273,Disaster Assessment,37.5924,30.0409,Critical,10.15,8.62,3.13,Night Vision,81,2025-12-16 21:18:21.972537
M2274,Disaster Assessment,41.172,27.6224,High,6.94,2.06,4.17,Multi-Spectral,145,2025-12-17 07:18:21.972640
M2275,Surveillance,37.2666,43.1959,Medium,5.28,2.78,5.58,HD Camera,116,2025-12-17 03:18:21.972734
M2276,Search and Rescue,37.3422,39.3005,High,7.11,5.51,6.24,Night Vision,50,2025-12-17 11:18:21.972826
M2277,Surveillance,38.6688,43.8097,High,6.69,7.92,5.52,Multi-Spectral,107,2025-12-17 06:18:21.972919
M2278,Search and Rescue,41.4795,33.9426,Critical,9.97,8.61,6.09,HD Camera,101,2025-12-17 15:18:21.973012
M2279,Disaster Assessment,39.7099,35.5949,High,6.82,2.84,7.74,HD Camera,62,2025-12-17 18:18:21.973104
M2280,Border Patrol,36.8832,35.65,Critical,10.42,8.74,9.69,Night Vision,67,2025-12-17 00:18:21.973210
M2281,Border Patrol,36.8827,36.2436,Medium,4.89,4.98,5.24,HD Camera,99,2025-12-16 22:18:21.973315
M2282,Surveillance,39.9558,39.4534,Low,2.54,6.44,6.89,Multi-Spectral,87,2025-12-17 13:18:21.973409
M2283,Border Patrol,36.3122,34.4499,High,7.31,6.27,6.06,HD Camera,148,2025-12-17 11:18:21.973510
M2284,Surveillance,38.7063,28.9881,Medium,4.88,3.1,1.01,Multi-Spectral,142,2025-12-17 07:18:21.973603
M2285,Disaster Assessment,41.8372,28.4363,High,6.57,6.36,7.23,HD Camera,49,2025-12-17 07:18:21.973773
M2286,Surveillance,41.4001,38.8219,High,7.45,1.94,0.41,Thermal,93,2025-12-17 03:18:21.973883
M2287,Search and Rescue,37.1113,30.5044,Medium,4.75,2.61,6.57,Multi-Spectral,76,2025-12-17 03:18:21.974003
M2288,Border Patrol,41.4664,43.473,High,7.0,3.61,7.7,Night Vision,109,2025-12-17 12:18:21.974099
M2289,Reconnaissance,41.4757,36.0443,Medium,4.79,2.15,2.96,Multi-Spectral,92,2025-12-17 17:18:21.974210
M2290,Surveillance,36.4255,32.6681,Medium,4.52,7.75,6.41,Thermal,109,2025-12-17 18:18:21.974314
M2291,Border Patrol,39.4766,40.8685,Critical,9.54,1.03,7.28,HD Camera,114,2025-12-17 09:18:21.974415
M2292,Search and Rescue,37.4872,31.1808,Low,2.69,7.52,3.53,HD Camera,49,2025-12-17 04:18:21.974519
M2293,Search and Rescue,39.5521,32.0134,Critical,10.41,4.97,2.93,Thermal,84,2025-12-16 23:18:21.974613
M2294,Disaster Assessment,36.9698,27.2214,Medium,5.1,9.48,6.09,Multi-Spectral,98,2025-12-16 21:18:21.974706
M2295,Border Patrol,41.8793,29.3677,High,7.19,4.62,5.12,Night Vision,162,2025-12-17 09:18:21.974800
M2296,Border Patrol,41.1622,35.7614,High,7.04,8.75,4.91,HD Camera,149,2025-12-17 03:18:21.974894
M2297,Surveillance,41.5044,33.9432,Medium,4.73,8.8,1.62,Thermal,174,2025-12-17 10:18:21.974987
M2298,Search and Rescue,40.21,27.2809,High,6.65,8.47,6.46,Thermal,83,2025-12-16 21:18:21.975089
M2299,Search and Rescue,41.4529,32.0064,Low,3.07,3.89,2.57,Night Vision,100,2025-12-17 01:18:21.975183
M2300,Disaster Assessment,39.6236,38.7925,Low,2.89,1.26,9.31,Night Vision,167,2025-12-17 07:18:21.975301
M2301,Border Patrol,36.604,34.5546,Medium,5.0,7.82,2.89,Multi-Spectral,175,2025-12-17 09:18:21.975402
M2302,Disaster Assessment,36.5593,32.6811,Low,2.85,1.46,1.19,HD Camera,144,2025-12-17 12:18:21.975496
M2303,Reconnaissance,38.502,40.8222,Medium,5.27,8.07,4.6,Thermal,50,2025-12-17 04:18:21.975650
M2304,Search and Rescue,37.0086,39.4835,High,7.04,2.95,3.1,Night Vision,109,2025-12-17 12:18:21.975750
M2305,Border Patrol,39.7428,33.4051,High,6.58,4.61,5.94,HD Camera,124,2025-12-17 15:18:21.975844
M2306,Border Patrol,36.7494,33.8821,High,6.54,3.45,4.01,Multi-Spectral,130,2025-12-17 08:18:21.975938
M2307,Surveillance,39.054,32.375,Medium,5.33,5.91,3.32,Multi-Spectral,140,2025-12-17 15:18:21.976030
M2308,Disaster Assessment,41.3973,27.9279,Medium,5.07,9.28,2.87,Night Vision,162,2025-12-17 18:18:21.976134
M2309,Reconnaissance,41.4377,39.8667,High,7.48,7.97,4.49,Night Vision,35,2025-12-17 16:18:21.976228
M2310,Surveillance,38.6137,35.7774,High,6.6,7.69,1.09,Thermal,107,2025-12-17 15:18:21.976320
M2311,Search and Rescue,41.9841,31.9641,Medium,5.13,1.04,6.04,HD Camera,142,2025-12-17 17:18:21.976421
M2312,Surveillance,39.0137,43.1681,Low,3.01,5.25,4.49,Multi-Spectral,138,2025-12-17 13:18:21.976514
M2313,Border Patrol,37.7491,32.4613,Medium,4.52,7.57,7.11,Multi-Spectral,173,2025-12-17 10:18:21.976606
M2314,Border Patrol,37.1176,33.8563,High,6.97,9.06,5.6,Thermal,165,2025-12-17 14:18:21.976699
M2315,Search and Rescue,39.4609,42.4937,Critical,10.34,6.28,3.77,Multi-Spectral,82,2025-12-17 09:18:21.976790
M2316,Reconnaissance,41.9421,41.039,Critical,10.04,5.29,6.49,Thermal,45,2025-12-17 05:18:21.976882
M2317,Disaster Assessment,41.0558,43.8804,Critical,9.87,5.08,7.12,Thermal,74,2025-12-17 09:18:21.976983
M2318,Search and Rescue,40.1334,29.2647,Medium,5.0,8.03,2.19,HD Camera,165,2025-12-17 12:18:21.977078
